score,lang,page_title,page_url,edit_url,outcome,type,source,title_o,year_o,journal_o,doi_o,cited_by_count_o,title_r,year_r,journal_r,doi_r,cited_by_count_r,rep_short,sentence_suggestion,sections,paragraph_excerpt,o_ref_block,cite_template
167.79970374249166,en,Lady Macbeth effect,https://en.wikipedia.org/wiki/Lady_Macbeth_effect,https://en.wikipedia.org/w/index.php?title=Lady_Macbeth_effect&action=edit,failed,replication,COS,Washing Away Postdecisional Dissonance,2010,Science,10.1126/science.1186799,159,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,2018,Nature Human Behaviour,10.1038/s41562-018-0399-z,1551,Camerer et al.,"However, a replication attempt by Camerer et al. (2018) failed to reproduce this finding.",Decision-Making Effects,"In another experiment, experimenters found that engaging in self-cleaning<ref>{{cite journal|last1=Lee|first1=Spike W. S.|first2=Norbert|last2= Schwarz |title=Washing away postdecisional dissonance|journal=Science|year=2010|volume=328|issue=5979|pages=709|doi=10.1126/science.1186799|pmid=20448177|bibcode=2010Sci...328..709L|s2cid=18611420 |url=https://semanticscholar.org/paper/a53673ec17fae0c0c...",<ref>{{cite journal|last1=Lee|first1=Spike W. S.|first2=Norbert|last2= Schwarz |title=Washing away postdecisional dissonance|journal=Science|year=2010|volume=328|issue=5979|pages=709|doi=10.1126/science.1186799|pmid=20448177|bibcode=2010Sci...328..709L|s2cid=18611420 |url=https://semanticscholar.org/paper/a53673ec17fae0c0cc1e493e6a4b52f7ffbb53bb}}</ref>,<ref>{{cite journal |last1=Camerer |first1=Colin F. |last2=Dreber |first2=Anna |last3=Holzmeister |first3=Felix |last4=Ho |first4=Teck-Hua |last5=Huber |first5=Jürgen |last6=Johannesson |first6=Magnus |last7=Kirchler |first7=Michael |last8=Nave |first8=Gideon |last9=Nosek |first9=Brian A. |display-authors=etal |year=2018 |title=Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015 |journal=Nature Human Behaviour |volume=2 |issue=9 |pages=637-644 |doi=10.1038/s41562-018-0399-z}}</ref>
166.94470842226568,en,Joshua Greene (psychologist),https://en.wikipedia.org/wiki/Joshua_Greene_(psychologist),https://en.wikipedia.org/w/index.php?title=Joshua_Greene_(psychologist)&action=edit,failed,replication,COS,Cognitive load selectively interferes with utilitarian moral judgment,2008,Cognition,10.1016/j.cognition.2007.11.004,1228,Estimating the Reproducibility of Experimental Philosophy,2018,Review of Philosophy and Psychology,10.1007/s13164-018-0400-9,183,Cova et al.,"However, a replication attempt by Cova et al. (2018) failed to reproduce this finding.",Dual-process theory,"These two studies were correlational, but others have since suggested a causal impact of emotional vs. cognitive processing on deontological vs. utilitarian judgments.<ref name=Mendez2005>{{cite journal |last1=Mendez |first1=Mario F |last2=Anderson |first2=Eric |last3=Shapira |first3=Jill S |title=An Investigation of Moral Judgement in Frontotemporal Dementia |journal=Cognitive and Behavioral N...",<ref name=Greene2008>{{cite journal |last1=Greene |first1=Joshua D. |last2=Morelli |first2=Sylvia A. |last3=Lowenberg |first3=Kelly |last4=Nystrom |first4=Leigh E. |last5=Cohen |first5=Jonathan D. |title=Cognitive load selectively interferes with utilitarian moral judgment |journal=Cognition |date=June 2008 |volume=107 |issue=3 |pages=1144–1154 |doi=10.1016/j.cognition.2007.11.004 |pmid=18158145 |pmc=2429958 }}</ref>,<ref>{{cite journal |last1=Cova |first1=Florian |last2=Strickland |first2=Brent |last3=Abatista |first3=Angela |last4=Allard |first4=Aurélien |last5=Andow |first5=James |last6=Attie |first6=Mario |last7=Beebe |first7=James |last8=Berniūnas |first8=Renatas |last9=Boudesseul |first9=Jordane |display-authors=etal |year=2018 |title=Estimating the Reproducibility of Experimental Philosophy |journal=Review of Philosophy and Psychology |volume=12 |issue=1 |pages=9-44 |doi=10.1007/s13164-018-0400-9}}</ref>
166.94470842226568,en,Dual process theory (moral psychology),https://en.wikipedia.org/wiki/Dual_process_theory_(moral_psychology),https://en.wikipedia.org/w/index.php?title=Dual_process_theory_(moral_psychology)&action=edit,failed,replication,COS,Cognitive load selectively interferes with utilitarian moral judgment,2008,Cognition,10.1016/j.cognition.2007.11.004,1228,Estimating the Reproducibility of Experimental Philosophy,2018,Review of Philosophy and Psychology,10.1007/s13164-018-0400-9,183,Cova et al.,"However, a replication attempt by Cova et al. (2018) failed to reproduce this finding.",Reaction times,"=== Reaction times ===
Another critical piece of evidence supporting the dual process account comes from reaction time data associated with moral dilemma experiments. Subjects who choose the ""utilitarian"" path in moral dilemmas showed increased reaction times under high [[cognitive load]] in ""personal"" dilemmas, while those choosing the ""deontological"" path remained unaffected.<ref name=""pmid18...","<ref name=""pmid18158145"">{{cite journal | vauthors = Greene JD, Morelli SA, Lowenberg K, Nystrom LE, Cohen JD | title = Cognitive load selectively interferes with utilitarian moral judgment | journal = Cognition | volume = 107 | issue = 3 | pages = 1144–54 | date = June 2008 | pmid = 18158145 | pmc = 2429958 | doi = 10.1016/j.cognition.2007.11.004 }}</ref>",<ref>{{cite journal |last1=Cova |first1=Florian |last2=Strickland |first2=Brent |last3=Abatista |first3=Angela |last4=Allard |first4=Aurélien |last5=Andow |first5=James |last6=Attie |first6=Mario |last7=Beebe |first7=James |last8=Berniūnas |first8=Renatas |last9=Boudesseul |first9=Jordane |display-authors=etal |year=2018 |title=Estimating the Reproducibility of Experimental Philosophy |journal=Review of Philosophy and Psychology |volume=12 |issue=1 |pages=9-44 |doi=10.1007/s13164-018-0400-9}}</ref>
166.72034144417125,en,Embodied cognition,https://en.wikipedia.org/wiki/Embodied_cognition,https://en.wikipedia.org/w/index.php?title=Embodied_cognition&action=edit,failed,replication,COS,Weight as an Embodiment of Importance,2009,Psychological Science,10.1111/j.1467-9280.2009.02426.x,398,Many Labs 3: Evaluating participant pool quality across the academic semester via replication,2016,Journal of Experimental Social Psychology,10.1016/j.jesp.2015.10.012,485,Ebersole et al.,"However, a replication attempt by Ebersole et al. (2016) failed to reproduce this finding.",Scope,"Next to neuroimaging studies, behavioral studies also provides evidence supporting the embodied cognition theory. Abstract higher cognitive concepts such as the ""importance"" of an object or an issue also seem to stand in relation to the sensorimotor system. People estimate objects to be heavier when they are told that they are important or hold important information in contrast to unimportant i...","<ref name=""Jostmann"">{{Cite journal |vauthors=Jostmann NB, Lakens D, Schubert TW |date=2009 |title=Weight as an embodiment of importance |url=https://journals.sagepub.com/doi/10.1111/j.1467-9280.2009.02426.x |journal=Psychological Science |volume=20 |issue=9 |pages=1169–1174 |doi=10.1111/j.1467-9280.2009.02426.x |pmid=19686292 |s2cid=21117487|url-access=subscription }}</ref>",<ref>{{cite journal |last1=Ebersole |first1=Charles R. |last2=Atherton |first2=Olivia E. |last3=Belanger |first3=Aimee L. |last4=Skulborstad |first4=Hayley M. |last5=Allen |first5=Jill M. |last6=Banks |first6=Jonathan B. |last7=Baranski |first7=Erica |last8=Bernstein |first8=Michael J. |last9=Bonfiglio |first9=Diane B.V. |display-authors=etal |year=2016 |title=Many Labs 3: Evaluating participant pool quality across the academic semester via replication |journal=Journal of Experimental Social Psychology |volume=67 |pages=68-82 |doi=10.1016/j.jesp.2015.10.012}}</ref>
153.66843876444176,en,Causal theory of reference,https://en.wikipedia.org/wiki/Causal_theory_of_reference,https://en.wikipedia.org/w/index.php?title=Causal_theory_of_reference&action=edit,failed,replication,COS,"Semantics, cross-cultural style",2004,Cognition,10.1016/j.cognition.2003.10.003,697,Estimating the Reproducibility of Experimental Philosophy,2018,Review of Philosophy and Psychology,10.1007/s13164-018-0400-9,183,Cova et al.,"However, a replication attempt by Cova et al. (2018) failed to reproduce this finding.",References,"==References==
* [[Gareth Evans (philosopher)|Evans, G.]] (1985). ""The Causal Theory of Names"". In [[Aloysius Martinich|Martinich, A. P.]], ed. ''The Philosophy of Language''. Oxford University Press, 2012.
* Evans, G. ''The Varieties of Reference'', Oxford 1982.
* [[Saul Kripke|Kripke, Saul.]] 1980. ''Naming and Necessity''. Cambridge, Mass.: Harvard University Press.
* [[John McDowell|McDowel...",NA,<ref>{{cite journal |last1=Cova |first1=Florian |last2=Strickland |first2=Brent |last3=Abatista |first3=Angela |last4=Allard |first4=Aurélien |last5=Andow |first5=James |last6=Attie |first6=Mario |last7=Beebe |first7=James |last8=Berniūnas |first8=Renatas |last9=Boudesseul |first9=Jordane |display-authors=etal |year=2018 |title=Estimating the Reproducibility of Experimental Philosophy |journal=Review of Philosophy and Psychology |volume=12 |issue=1 |pages=9-44 |doi=10.1007/s13164-018-0400-9}}</ref>
150.74144735454013,en,Goal orientation,https://en.wikipedia.org/wiki/Goal_orientation,https://en.wikipedia.org/w/index.php?title=Goal_orientation&action=edit,failed,replication,COS,Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention,2007,Child Development,10.1111/j.1467-8624.2007.00995.x,3696,Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades?,2020,Intelligence,10.1016/j.intell.2020.101471,58,Li et al.,"However, a replication attempt by Li et al. (2020) failed to reproduce this finding.",Incremental,"====Incremental====
In opposition to entity theory, individuals with an incremental (also referred to as ""flexible,"" and ""malleable"") view of intelligence believe that intelligence is adjustable. The belief is that intelligence is the result of hard work and the use of the appropriate strategies. This is particularly adaptive because rather than giving up in the face of failure or challenge, th...","<ref name=""BlackwellTrzesniewski2007"">{{cite journal |last1=Blackwell|first1=Lisa S. |last2=Trzesniewski|first2=Kali H.|last3=Dweck|first3=Carol Sorich|author-link3=Carol Dweck |title=Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention |journal=Child Development |volume=78|issue=1|year=2007|pages=246–263 |issn=0009-3920|doi=10.1111/j.1467-8624.2007.00995.x |pmid=17328703 |citeseerx=10.1.1.473.9764|s2cid=14960604 }}</ref>",<ref>{{cite journal |last1=Li |first1=Yue |last2=Bates |first2=Timothy C. |year=2020 |title=Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades? |journal=Intelligence |volume=81 |pages=101471 |doi=10.1016/j.intell.2020.101471}}</ref>
150.74144735454013,en,Causes of intelligence,https://en.wikipedia.org/wiki/Causes_of_intelligence,https://en.wikipedia.org/w/index.php?title=Causes_of_intelligence&action=edit,failed,replication,COS,Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention,2007,Child Development,10.1111/j.1467-8624.2007.00995.x,3696,Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades?,2020,Intelligence,10.1016/j.intell.2020.101471,58,Li et al.,"However, a replication attempt by Li et al. (2020) failed to reproduce this finding.",Training and interventions,A study by Blackwell et al. found that they could improve a child's mathematics achievement depending on which theory of intelligence they were taught; incremental or entity theory. Entity theory supposes that intelligence is fixed and cannot be altered by working harder. Incremental theory on the other hand assumes that intelligence is malleable and can be developed and improved with effort. O...,<ref name=Blackwell>{{cite journal |last1=Blackwell |first1=Lisa S. |last2=Trzesniewski |first2=Kali H. |last3=Dweck |first3=Carol Sorich |title=Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention |journal=Child Development |date=January 2007 |volume=78 |issue=1 |pages=246–263 |doi=10.1111/j.1467-8624.2007.00995.x |pmid=17328703 }}</ref>,<ref>{{cite journal |last1=Li |first1=Yue |last2=Bates |first2=Timothy C. |year=2020 |title=Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades? |journal=Intelligence |volume=81 |pages=101471 |doi=10.1016/j.intell.2020.101471}}</ref>
150.74144735454013,en,Implicit theories of intelligence,https://en.wikipedia.org/wiki/Implicit_theories_of_intelligence,https://en.wikipedia.org/w/index.php?title=Implicit_theories_of_intelligence&action=edit,failed,replication,COS,Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention,2007,Child Development,10.1111/j.1467-8624.2007.00995.x,3696,Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades?,2020,Intelligence,10.1016/j.intell.2020.101471,58,Li et al.,"However, a replication attempt by Li et al. (2020) failed to reproduce this finding.",Response to challenge,"===Response to challenge===
Individuals who believe they have the ability to grow and add to their knowledge gladly accept challenges that can aid in growth towards mastery. Individuals who believe their abilities are fixed will also accept and persist through challenges as long as they feel they will succeed and their abilities will not be questioned. However, when these individuals lack confi...","<ref name=blackwell>{{cite journal |last=Blackwell |first=L.S. |author2=Trzniewski, K.H. |author3=Dweck, C.S.  |year=2007 |title=Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention. |journal=Child Development |volume=78 |issue=1|pages=246–263 |doi=10.1111/j.1467-8624.2007.00995.x |pmid=17328703|citeseerx=10.1.1.473.9764 }}</ref>",<ref>{{cite journal |last1=Li |first1=Yue |last2=Bates |first2=Timothy C. |year=2020 |title=Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades? |journal=Intelligence |volume=81 |pages=101471 |doi=10.1016/j.intell.2020.101471}}</ref>
150.74144735454013,en,Carol Dweck,https://en.wikipedia.org/wiki/Carol_Dweck,https://en.wikipedia.org/w/index.php?title=Carol_Dweck&action=edit,failed,replication,COS,Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention,2007,Child Development,10.1111/j.1467-8624.2007.00995.x,3696,Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades?,2020,Intelligence,10.1016/j.intell.2020.101471,58,Li et al.,"However, a replication attempt by Li et al. (2020) failed to reproduce this finding.",Papers,"=== Papers ===
* {{Cite journal |last1=Dweck |first1=Carol S. |last2=Leggett |first2=Ellen L. |date=April 1988 |title=A social-cognitive approach to motivation and personality. |journal=Psychological Review |language=en |volume=95 |issue=2 |pages=256–273 |doi=10.1037/0033-295X.95.2.256 |issn=1939-1471}} 
* {{cite journal|author1=Dweck, C. S.|author2=Chiu, C. Y.|author3=Hong, Y. Y.|title=Implici...","<ref name = APS2020>{{cite web | date = 2020 | title = Awards 2020: 2020 APS William James Fellow | website = PsychologicalScience.org | url = https://www.psychologicalscience.org/2020awards | access-date = June 20, 2023 | archive-date = June 21, 2023 | archive-url = https://web.archive.org/web/20230621180057/https://www.psychologicalscience.org/2020awards | url-status = live }}</ref>

==Selected publications==

=== Papers ===
* {{Cite journal |last1=Dweck |first1=Carol S. |last2=Leggett |first2=Ellen L. |date=April 1988 |title=A social-cognitive approach to motivation and personality. |journal=Psychological Review |language=en |volume=95 |issue=2 |pages=256–273 |doi=10.1037/0033-295X.95.2.256 |issn=1939-1471}} 
* {{cite journal|author1=Dweck, C. S.|author2=Chiu, C. Y.|author3=Hong, Y. Y.|title=Implicit Theories: Elaboration and Extension of the Model|journal =Psychological Inquiry|volume=6|issue=4|pages=322–333|doi=10.1207/s15327965pli0604_12|year=1995|hdl=10722/44537|hdl-access=free}}
* {{Cite journal |last1=Blackwell |first1=Lisa S. |last2=Trzesniewski |first2=Kali H. |last3=Dweck |first3=Carol Sorich |date=February 2007 |title=Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention |journal=Child Development |language=en |volume=78 |issue=1 |pages=246–263 |doi=10.1111/j.1467-8624.2007.00995.x |pmid=17328703 |issn=0009-3920}}

=== Books ===
* {{Cite book|title=Motivation and Self-Regulation Across the Life Span|date=1998|editor1=Heckhausen, Jutta |editor2=Dweck, Carol S. |isbn=0521591767 | publisher = [[Cambridge University Press]] | location=Cambridge, England|oclc=37801327}}
* {{Cite book|last=Dweck, Carol S.|title=Self-theories: Their Role in Motivation, Personality, and Development|year=2000|isbn=1841690244|location=Philadelphia, PA| publisher = [[Taylor & Francis]]-Psychology Press | oclc=44401375}}
* {{Cite book|last=Dweck, Carol S.| date=2006| title = Mindset: The New Psychology of Success | page =  | location = New York, NY | publisher=Random House | isbn=1400062756 | edition= | url= https://books.google.com/books?id=fT6U0Ee7_kQC | access-date = June 21, 2023 | oclc=58546262}}
* {{Cite book|title=Handbook of Competence and Motivation|date=2007|publisher=Guilford Press|editor1=Elliot, Andrew J. |editor2=Dweck, Carol S.|isbn=9781593856069|edition=Pbk.|location=New York, NY|oclc=163810853}} 
* {{Cite book|last=Dweck, Carol S.|title=Mindset: How You Can Fulfill Your Potential |year=2012|isbn=9781780332000|location=London, England| publisher = [[Constable & Robinson]] | oclc=757931861}}

==Personal life==
Dweck is married to David Goldman, who is a national theatre director and critic and the founder and director of the National Center for New Plays at Stanford University.<ref>{{cite web|author=Krakovsky, Marina|date=March–April 2007|title=The Effort Effect|work=Stanford Magazine|format=host university news feature|url=https://alumni.stanford.edu/get/page/magazine/article/?article_id=32124|access-date=November 26, 2019|archive-date=December 11, 2019|archive-url=https://web.archive.org/web/20191211185419/https://alumni.stanford.edu/get/page/magazine/article/?article_id=32124|url-status=live}}</ref>",<ref>{{cite journal |last1=Li |first1=Yue |last2=Bates |first2=Timothy C. |year=2020 |title=Testing the association of growth mindset and grades across a challenging transition: Is growth mindset associated with grades? |journal=Intelligence |volume=81 |pages=101471 |doi=10.1016/j.intell.2020.101471}}</ref>
149.27130817559342,en,Nicotinamide adenine dinucleotide,https://en.wikipedia.org/wiki/Nicotinamide_adenine_dinucleotide,https://en.wikipedia.org/w/index.php?title=Nicotinamide_adenine_dinucleotide&action=edit,failed,replication,replications,Small molecule activators of sirtuins extend Saccharomyces cerevisiae lifespan,2003,Nature,10.1038/nature01960,3755,Resveratrol is Not a Direct Activator of SIRT1 Enzyme Activity,2009,Chemical Biology & Drug Design,10.1111/j.1747-0285.2009.00901.x,421,Beher et al.,"However, a replication attempt by Beher et al. (2009) failed to reproduce this finding.",Clinical significance,"inding site. Because of the importance of this enzyme in [[purine metabolism]], these compounds may be useful as anti-cancer, anti-viral, or [[immunosuppressive drug]]s.<ref name=""Pankiewicz""/><ref>{{cite journal |vauthors=Franchetti P, Grifantini M |title= Nucleoside and non-nucleoside IMP dehydrogenase inhibitors as antitumor and antiviral agents |journal= Curr. Med. Chem. |volume= 6 |issue= ...","<ref>{{cite journal |vauthors=Howitz KT, Bitterman KJ, Cohen HY, Lamming DW, Lavu S, Wood JG, Zipkin RE, Chung P, Kisielewski A, Zhang LL, Scherer B, Sinclair DA |s2cid= 4395572 |title= Small molecule activators of sirtuins extend ''Saccharomyces cerevisiae'' lifespan |journal= Nature |volume= 425 |issue= 6954 |pages= 191–196 |year= 2003 |pmid= 12939617 |doi= 10.1038/nature01960 |bibcode= 2003Natur.425..191H}}</ref>",<ref>{{cite journal |last1=Beher |first1=Dirk |last2=Wu |first2=John |last3=Cumine |first3=Suzanne |last4=Kim |first4=Ki Won |last5=Lu |first5=Shu‐Chen |last6=Atangan |first6=Larissa |last7=Wang |first7=Minghan |year=2009 |title=Resveratrol is Not a Direct Activator of SIRT1 Enzyme Activity |journal=Chemical Biology & Drug Design |volume=74 |issue=6 |pages=619-624 |doi=10.1111/j.1747-0285.2009.00901.x}}</ref>
146.28835611609824,en,Executive dysfunction,https://en.wikipedia.org/wiki/Executive_dysfunction,https://en.wikipedia.org/w/index.php?title=Executive_dysfunction&action=edit,failed,replication,COS,"Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control.",2007,Journal of Experimental Psychology: General,10.1037/0096-3445.136.2.241,645,No Evidence of the Ego-Depletion Effect across Task Characteristics and Individual Differences: A Pre-Registered Study,2016,PLOS ONE,10.1371/journal.pone.0147770,151,Lurquin et al.,"However, a replication attempt by Lurquin et al. (2016) failed to reproduce this finding.",Overview,"Executive dysfunction does occur to a minor degree in all individuals on both short-term and long-term scales. In non-clinical populations, the activation of executive processes appears to inhibit further activation of the same processes, suggesting a mechanism for normal fluctuations in executive control.<ref name=""Schmeichel 2007"">{{cite journal | vauthors = Schmeichel BJ | title = Attention ...","<ref name=""Schmeichel 2007"">{{cite journal | vauthors = Schmeichel BJ | title = Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control | journal = Journal of Experimental Psychology. General | volume = 136 | issue = 2 | pages = 241–255 | date = May 2007 | pmid = 17500649 | doi = 10.1037/0096-3445.136.2.241 }}</ref>",<ref>{{cite journal |last1=Lurquin |first1=John H. |last2=Michaelson |first2=Laura E. |last3=Barker |first3=Jane E. |last4=Gustavson |first4=Daniel E. |last5=von Bastian |first5=Claudia C. |last6=Carruth |first6=Nicholas P. |last7=Miyake |first7=Akira |year=2016 |title=No Evidence of the Ego-Depletion Effect across Task Characteristics and Individual Differences: A Pre-Registered Study |journal=PLOS ONE |volume=11 |issue=2 |pages=e0147770 |doi=10.1371/journal.pone.0147770}}</ref>
144.1939598072696,en,Cognitive load,https://en.wikipedia.org/wiki/Cognitive_load,https://en.wikipedia.org/w/index.php?title=Cognitive_load&action=edit,failed,replication,COS,Poverty Impedes Cognitive Function,2013,Science,10.1126/science.1238041,2864,Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity,2021,Proceedings of the National Academy of Sciences,10.1073/pnas.2103313118,55,O’Donnell et al.,"However, a replication attempt by O’Donnell et al. (2021) failed to reproduce this finding.",Poverty,"===Poverty===
As of 2013 it has been theorized that an impoverished environment can contribute to cognitive load.<ref name=""Mani et al. 2013"">{{cite journal |last1=Mani |first1=A. |last2=Mullainathan |first2=S. |last3=Shafir |first3=E. |last4=Zhao |first4=J. |s2cid=1684186 |title=Poverty Impedes Cognitive Function |journal=Science |date=29 August 2013 |volume=341 |issue=6149 |pages=976–980 |doi...","<ref name=""Mani et al. 2013"">{{cite journal |last1=Mani |first1=A. |last2=Mullainathan |first2=S. |last3=Shafir |first3=E. |last4=Zhao |first4=J. |s2cid=1684186 |title=Poverty Impedes Cognitive Function |journal=Science |date=29 August 2013 |volume=341 |issue=6149 |pages=976–980 |doi=10.1126/science.1238041 |pmid=23990553 |bibcode=2013Sci...341..976M |citeseerx=10.1.1.398.6303 }}</ref>",<ref>{{cite journal |last1=O’Donnell |first1=Michael |last2=Dev |first2=Amelia S. |last3=Antonoplis |first3=Stephen |last4=Baum |first4=Stephen M. |last5=Benedetti |first5=Arianna H. |last6=Brown |first6=N. Derek |last7=Carrillo |first7=Belinda |last8=Choi |first8=Andrew L. |last9=Connor |first9=Paul |display-authors=etal |year=2021 |title=Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity |journal=Proceedings of the National Academy of Sciences |volume=118 |issue=44 |doi=10.1073/pnas.2103313118}}</ref>
144.1939598072696,en,Sendhil Mullainathan,https://en.wikipedia.org/wiki/Sendhil_Mullainathan,https://en.wikipedia.org/w/index.php?title=Sendhil_Mullainathan&action=edit,failed,replication,COS,Poverty Impedes Cognitive Function,2013,Science,10.1126/science.1238041,2864,Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity,2021,Proceedings of the National Academy of Sciences,10.1073/pnas.2103313118,55,O’Donnell et al.,"However, a replication attempt by O’Donnell et al. (2021) failed to reproduce this finding.",Research contributions · Journal articles,"endhil |last2=Gruber |first2=Jonathan |author-link2=Jonathan Gruber (economist) |date=April 2002 |title=Do cigarette taxes make smokers happier? |journal=NBER Working Paper |volume=8872 |doi=10.3386/w8872 |doi-access=free}}</ref> corruption in obtaining driving licenses in [[Delhi]],<ref>{{Cite journal |last1=Mullainathan |first1=Sendhil |last2=Bertrand |first2=Marianne |author-link2=Marianne B...",<ref>{{cite journal |last1=Mani |first1=Anandi |last2=Mullainathan |first2=Sendhil |last3=Shafir |first3=Eldar |last4=Zhao |first4=Jiaying |year=2013 |title=Poverty Impedes Cognitive Function |url=https://www.science.org/doi/10.1126/science.1238041 |journal=Science |volume=341 |issue=6149 |pages=976–980 |bibcode=2013Sci...341..976M |doi=10.1126/science.1238041 |pmid=23990553 |s2cid=1684186|url-access=subscription }}</ref>,<ref>{{cite journal |last1=O’Donnell |first1=Michael |last2=Dev |first2=Amelia S. |last3=Antonoplis |first3=Stephen |last4=Baum |first4=Stephen M. |last5=Benedetti |first5=Arianna H. |last6=Brown |first6=N. Derek |last7=Carrillo |first7=Belinda |last8=Choi |first8=Andrew L. |last9=Connor |first9=Paul |display-authors=etal |year=2021 |title=Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity |journal=Proceedings of the National Academy of Sciences |volume=118 |issue=44 |doi=10.1073/pnas.2103313118}}</ref>
144.1939598072696,en,Impact of war on children,https://en.wikipedia.org/wiki/Impact_of_war_on_children,https://en.wikipedia.org/w/index.php?title=Impact_of_war_on_children&action=edit,failed,replication,COS,Poverty Impedes Cognitive Function,2013,Science,10.1126/science.1238041,2864,Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity,2021,Proceedings of the National Academy of Sciences,10.1073/pnas.2103313118,55,O’Donnell et al.,"However, a replication attempt by O’Donnell et al. (2021) failed to reproduce this finding.",Brain development,"Lack of basic resources may also impede child brain development. Childhood [[socioeconomic status]] influences neural development and affects [[Cognition|cognitive ability]] and mental health through adult life.<ref>{{cite journal | vauthors = Hackman DA, Farah MJ, Meaney MJ | title = Socioeconomic status and the brain: mechanistic insights from human and animal research | journal = Nature Revi...","<ref>{{cite journal | vauthors = Mani A, Mullainathan S, Shafir E, Zhao J | title = Poverty impedes cognitive function | journal = Science | volume = 341 | issue = 6149 | pages = 976–80 | date = August 2013 | pmid = 23990553 | doi = 10.1126/science.1238041 | citeseerx = 10.1.1.398.6303 | bibcode = 2013Sci...341..976M | s2cid = 1684186 }}</ref>",<ref>{{cite journal |last1=O’Donnell |first1=Michael |last2=Dev |first2=Amelia S. |last3=Antonoplis |first3=Stephen |last4=Baum |first4=Stephen M. |last5=Benedetti |first5=Arianna H. |last6=Brown |first6=N. Derek |last7=Carrillo |first7=Belinda |last8=Choi |first8=Andrew L. |last9=Connor |first9=Paul |display-authors=etal |year=2021 |title=Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity |journal=Proceedings of the National Academy of Sciences |volume=118 |issue=44 |doi=10.1073/pnas.2103313118}}</ref>
141.75165770713858,en,Multisensory integration,https://en.wikipedia.org/wiki/Multisensory_integration,https://en.wikipedia.org/w/index.php?title=Multisensory_integration&action=edit,failed,replication,COS,The Ventriloquist Effect Results from Near-Optimal Bimodal Integration,2004,Current Biology,10.1016/j.cub.2004.01.029,1841,Integration of audiovisual spatial signals is not consistent with maximum likelihood estimation,2019,Cortex,10.1016/j.cortex.2019.03.026,65,Meijer et al.,"However, a replication attempt by Meijer et al. (2019) failed to reproduce this finding.",Modality appropriateness,"More recent studies refine this early qualitative account of multisensory integration. Alais and Burr (2004), found that following progressive degradation in the quality of a visual stimulus, participants' perception of spatial location was determined progressively more by a simultaneous auditory cue.<ref name=""Alais 2004"">{{cite journal |vauthors=Alais D, Burr D |title=The ventriloquist effect...","<ref name=""Alais 2004"">{{cite journal |vauthors=Alais D, Burr D |title=The ventriloquist effect results from near-optimal bimodal integration |journal=Curr. Biol. |volume=14 |issue=3 |pages=257–62 |date=February 2004 |pmid=14761661 |doi=10.1016/j.cub.2004.01.029 |bibcode=2004CBio...14..257A |citeseerx=10.1.1.220.4159 |s2cid=3125842 }}</ref>",<ref>{{cite journal |last1=Meijer |first1=David |last2=Veselič |first2=Sebastijan |last3=Calafiore |first3=Carmelo |last4=Noppeney |first4=Uta |year=2019 |title=Integration of audiovisual spatial signals is not consistent with maximum likelihood estimation |journal=Cortex |volume=119 |pages=74-88 |doi=10.1016/j.cortex.2019.03.026}}</ref>
